Date,OrderID,OrderQty,Sales
07/01/2006,43677,1,2146.962
07/01/2006,43677,2,40.373
07/01/2006,43677,2,367.8764
07/01/2006,43677,2,838.9178
07/01/2006,43677,3,86.5212
07/01/2006,43677,4,1677.8356
07/01/2006,43677,5,25.9325
07/01/2006,43678,1,20.1865
07/01/2006,43678,1,28.8404
07/01/2006,43678,1,419.4589
07/01/2006,43678,1,874.794
07/01/2006,43678,2,57.6808
07/01/2006,43678,2,357.1616
07/01/2006,43678,2,367.8764
07/01/2006,43678,2,713.796
07/01/2006,43678,2,838.9178
07/01/2006,43678,2,1749.588
07/01/2006,43678,3,15.5595
07/01/2006,43678,3,60.5595
07/01/2006,43678,3,1258.3767
07/01/2006,43678,4,80.746
07/01/2006,43679,1,419.4589
07/01/2006,43679,2,57.6808
07/01/2006,43679,2,838.9178
07/01/2006,43680,1,20.1865
07/01/2006,43680,1,183.9382
07/01/2006,43680,1,419.4589
07/01/2006,43680,1,874.794
07/01/2006,43680,2,40.373
07/01/2006,43680,2,57.6808
07/01/2006,43680,2,357.1616
07/01/2006,43680,2,367.8764
07/01/2006,43680,2,1749.588
07/01/2006,43680,2,4293.924
07/01/2006,43680,3,15.5595
07/01/2006,43680,3,1258.3767
07/01/2006,43680,4,80.746
07/01/2006,43681,1,20.1865
07/01/2006,43681,1,183.9382
07/01/2006,43681,1,356.898
07/01/2006,43681,1,419.4589
07/01/2006,43681,1,874.794
07/01/2006,43681,1,2146.962
07/01/2006,43681,2,10.373
07/01/2006,43681,2,40.373
07/01/2006,43681,2,57.6808
07/01/2006,43681,2,357.1616
07/01/2006,43681,2,367.8764
07/01/2006,43681,2,838.9178
07/01/2006,43681,3,1258.3767
07/01/2006,43681,3,2624.382
07/01/2006,43681,5,2097.2945
07/01/2006,43681,6,173.0424
07/01/2006,43682,1,28.8404
07/01/2006,43682,1,419.4589
07/01/2006,43682,2,838.9178
07/01/2006,43682,2,1749.588
07/01/2006,43683,1,20.1865
07/01/2006,43683,1,2039.994
07/01/2006,43683,2,40.373
07/01/2006,43683,2,57.6808
07/01/2006,43683,2,4049.988
07/01/2006,43683,2,4079.988
07/01/2006,43683,3,15.5595
07/01/2006,43683,3,60.5595
07/01/2006,43683,4,8099.976
07/01/2006,43683,5,10124.97
07/01/2006,43683,6,34.2
07/01/2006,43683,6,12149.964
07/01/2006,43684,1,419.4589
07/01/2006,43684,2,838.9178
07/01/2006,43684,2,1749.588
07/01/2006,43685,1,183.9382
07/01/2006,43685,1,419.4589
07/01/2006,43685,1,874.794
07/01/2006,43685,3,1258.3767
07/01/2006,43686,1,419.4589
07/01/2006,43686,3,2624.382
07/01/2006,43687,1,419.4589
07/01/2006,43687,2,838.9178
07/01/2006,43688,1,178.5808
07/01/2006,43688,1,183.9382
07/01/2006,43688,1,419.4589
07/01/2006,43688,2,367.8764
07/01/2006,43688,2,838.9178
07/01/2006,43688,2,1749.588
07/01/2006,43688,2,4293.924
07/01/2006,43688,3,1258.3767
07/01/2006,43689,1,178.5808
07/01/2006,43689,1,2146.962
07/01/2006,43689,2,357.1616
07/01/2006,43689,2,367.8764
07/01/2006,43689,2,713.796
07/01/2006,43689,2,838.9178
07/01/2006,43689,2,1749.588
07/01/2006,43689,2,4293.924
07/01/2006,43689,3,551.8146
07/01/2006,43689,3,1258.3767
07/01/2006,43689,3,2624.382
07/01/2006,43689,4,1677.8356
07/01/2006,43689,4,3499.176
07/01/2006,43689,5,2097.2945
07/01/2006,43689,6,2516.7534
07/01/2006,43689,7,2936.2123
07/01/2006,43689,9,3775.1301
07/01/2006,43690,1,28.8404
07/01/2006,43690,1,419.4589
07/01/2006,43690,2,10.373
07/01/2006,43690,2,838.9178
07/01/2006,43691,1,874.794
07/01/2006,43692,1,178.5808
07/01/2006,43692,1,183.9382
07/01/2006,43692,1,419.4589
07/01/2006,43692,2,357.1616
07/01/2006,43692,2,367.8764
07/01/2006,43692,2,838.9178
07/01/2006,43692,2,1749.588
07/01/2006,43692,2,4293.924
07/01/2006,43692,3,60.5595
07/01/2006,43692,3,1070.694
07/01/2006,43692,3,1258.3767
07/01/2006,43692,4,80.746
07/01/2006,43692,4,115.3616
07/01/2006,43692,4,3499.176
07/01/2006,43692,5,2097.2945
07/01/2006,43692,6,31.119
07/01/2006,43692,6,2516.7534
07/01/2006,43692,7,2936.2123
07/01/2006,43692,8,6998.352
07/01/2006,43692,10,288.404
07/01/2006,43693,1,2024.994
07/01/2006,43693,1,2039.994
07/01/2006,43693,2,40.373
07/01/2006,43693,3,86.5212
07/01/2006,43693,3,6074.982
07/01/2006,43693,3,6119.982
07/01/2006,43693,6,34.2
07/01/2006,43694,1,5.1865
07/01/2006,43694,1,20.1865
07/01/2006,43694,1,2039.994
07/01/2006,43694,2,57.6808
07/01/2006,43694,2,4079.988
07/01/2006,43694,3,86.5212
07/01/2006,43694,3,6074.982
07/01/2006,43694,3,6119.982
07/01/2006,43694,5,100.9325
07/01/2006,43695,1,714.7043
07/01/2006,43695,1,722.5949
07/01/2006,43695,2,11.4
07/01/2006,43695,2,1445.1898
07/01/2006,43695,2,4079.988
07/01/2006,43695,5,10124.97
07/01/2006,43695,6,12149.964
07/01/2006,43696,1,419.4589
07/01/2006,43697,1,3578.27
07/01/2006,43698,1,3399.99
07/01/2006,43699,1,3399.99
07/01/2006,43700,1,699.0982
07/01/2006,43701,1,3399.99
07/02/2006,43702,1,3578.27
07/02/2006,43703,1,3578.27
07/02/2006,43704,1,3374.99
07/02/2006,43705,1,3399.99
07/03/2006,43706,1,3578.27
07/03/2006,43707,1,3578.27
07/03/2006,43708,1,699.0982
07/03/2006,43709,1,3578.27
07/03/2006,43710,1,3578.27
07/04/2006,43711,1,3578.27
07/04/2006,43712,1,3578.27
07/05/2006,43713,1,3578.27
07/05/2006,43714,1,3578.27
07/05/2006,43715,1,3578.27
07/05/2006,43716,1,3578.27
07/05/2006,43717,1,699.0982
07/06/2006,43718,1,3578.27
07/06/2006,43719,1,3578.27
07/06/2006,43720,1,3578.27
07/06/2006,43721,1,3578.27
07/07/2006,43722,1,3578.27
07/07/2006,43723,1,699.0982
07/07/2006,43724,1,3578.27
07/08/2006,43725,1,3578.27
07/08/2006,43726,1,699.0982
07/08/2006,43727,1,3578.27
07/09/2006,43728,1,3578.27
07/09/2006,43729,1,3399.99
07/09/2006,43730,1,3399.99
07/09/2006,43731,1,3578.27
07/09/2006,43732,1,3374.99
07/09/2006,43733,1,3578.27
07/10/2006,43734,1,3578.27
07/10/2006,43735,1,3578.27
07/10/2006,43736,1,3399.99
07/11/2006,43737,1,3578.27
07/11/2006,43738,1,3578.27
07/11/2006,43739,1,3578.27
07/11/2006,43740,1,3578.27
07/12/2006,43741,1,3578.27
07/12/2006,43742,1,3578.27
07/12/2006,43743,1,3399.99
07/12/2006,43744,1,3578.27
07/13/2006,43745,1,3578.27
07/13/2006,43746,1,3578.27
07/14/2006,43747,1,3578.27
07/14/2006,43748,1,3578.27
07/14/2006,43749,1,3578.27
07/14/2006,43750,1,3578.27
07/14/2006,43751,1,3578.27
07/14/2006,43752,1,3578.27
07/14/2006,43753,1,3578.27
07/15/2006,43754,1,3578.27
07/15/2006,43755,1,3578.27
07/15/2006,43756,1,699.0982
07/15/2006,43757,1,3374.99
07/16/2006,43758,1,3578.27
07/16/2006,43759,1,3578.27
07/16/2006,43760,1,3578.27
07/16/2006,43761,1,3578.27
07/17/2006,43762,1,3578.27
07/17/2006,43763,1,3578.27
07/17/2006,43764,1,3578.27
07/17/2006,43765,1,3399.99
07/18/2006,43766,1,3578.27
07/18/2006,43767,1,3374.99
07/19/2006,43768,1,3578.27
07/19/2006,43769,1,3578.27
07/19/2006,43770,1,3578.27
07/19/2006,43771,1,699.0982
07/19/2006,43772,1,3578.27
07/19/2006,43773,1,3578.27
07/19/2006,43774,1,3578.27
07/19/2006,43775,1,3399.99
07/20/2006,43776,1,3578.27
07/20/2006,43777,1,3578.27
07/20/2006,43778,1,3399.99
07/20/2006,43779,1,699.0982
07/21/2006,43780,1,3578.27
07/21/2006,43781,1,3578.27
07/21/2006,43782,1,3578.27
07/21/2006,43783,1,3578.27
07/22/2006,43784,1,3578.27
07/22/2006,43785,1,3578.27
07/22/2006,43786,1,3578.27
07/22/2006,43787,1,3399.99
07/22/2006,43788,1,3374.99
07/22/2006,43789,1,3374.99
07/22/2006,43790,1,3399.99
07/22/2006,43791,1,3578.27
07/22/2006,43792,1,3578.27
07/22/2006,43793,1,3399.99
07/22/2006,43794,1,3399.99
07/23/2006,43795,1,3578.27
07/23/2006,43796,1,699.0982
07/23/2006,43797,1,3578.27
07/23/2006,43798,1,3578.27
07/23/2006,43799,1,3578.27
07/24/2006,43800,1,3578.27
07/24/2006,43801,1,3578.27
07/24/2006,43802,1,3578.27
07/25/2006,43803,1,3578.27
07/25/2006,43804,1,3578.27
07/25/2006,43805,1,699.0982
07/25/2006,43806,1,3578.27
07/26/2006,43807,1,3578.27
07/26/2006,43808,1,3578.27
07/26/2006,43809,1,3578.27
07/26/2006,43810,1,3399.99
07/26/2006,43811,1,3399.99
07/27/2006,43812,1,3578.27
07/27/2006,43813,1,3374.99
07/27/2006,43814,1,3374.99
07/27/2006,43815,1,3578.27
07/27/2006,43816,1,3578.27
07/27/2006,43817,1,3578.27
07/27/2006,43818,1,3578.27
07/27/2006,43819,1,3399.99
07/28/2006,43820,1,3578.27
07/28/2006,43821,1,3578.27
07/28/2006,43822,1,3578.27
07/28/2006,43823,1,699.0982
07/28/2006,43824,1,699.0982
07/28/2006,43825,1,3578.27
07/28/2006,43826,1,3374.99
07/28/2006,43827,1,699.0982
07/29/2006,43828,1,3578.27
07/29/2006,43829,1,3578.27
07/29/2006,43830,1,3578.27
07/29/2006,43831,1,3374.99
07/29/2006,43832,1,3578.27
07/30/2006,43833,1,3578.27
07/30/2006,43834,1,3374.99
07/30/2006,43835,1,3374.99
07/30/2006,43836,1,699.0982
07/30/2006,43837,1,3374.99
07/31/2006,43838,1,3578.27
07/31/2006,43839,1,3578.27
07/31/2006,43840,1,699.0982
07/31/2006,43841,1,3578.27
07/31/2006,43842,1,3578.27
08/01/2006,43843,1,809.76
08/01/2006,43843,1,818.7
08/01/2006,43843,2,11.4
08/01/2006,43843,2,1445.1898
08/01/2006,43843,2,4049.988
08/01/2006,43843,2,4079.988
08/01/2006,43843,3,6074.982
08/01/2006,43843,5,10124.97
08/01/2006,43844,1,2024.994
08/01/2006,43844,2,4049.988
08/01/2006,43844,3,6074.982
08/01/2006,43844,4,8099.976
08/01/2006,43845,1,183.9382
08/01/2006,43845,1,419.4589
08/01/2006,43845,1,874.794
08/01/2006,43845,2,838.9178
08/01/2006,43845,2,4293.924
08/01/2006,43845,3,86.5212
08/01/2006,43845,4,20.746
08/01/2006,43846,1,5.1865
08/01/2006,43846,1,178.5808
08/01/2006,43846,1,183.9382
08/01/2006,43846,3,551.8146
08/01/2006,43847,1,5.1865
08/01/2006,43847,1,28.8404
08/01/2006,43847,1,874.794
08/01/2006,43848,1,2024.994
08/01/2006,43848,1,2039.994
08/01/2006,43848,2,4079.988
08/01/2006,43848,4,8099.976
08/01/2006,43849,1,20.1865
08/01/2006,43849,1,28.8404
08/01/2006,43849,1,2039.994
08/01/2006,43849,2,4049.988
08/01/2006,43849,2,4079.988
08/01/2006,43849,4,115.3616
08/01/2006,43850,1,178.5808
08/01/2006,43850,1,183.9382
08/01/2006,43850,1,419.4589
08/01/2006,43850,1,874.794
08/01/2006,43850,1,2146.962
08/01/2006,43850,2,838.9178
08/01/2006,43850,3,551.8146
08/01/2006,43850,3,1070.694
08/01/2006,43850,3,2624.382
08/01/2006,43851,1,5.1865
08/01/2006,43851,1,20.1865
08/01/2006,43851,1,183.9382
08/01/2006,43851,1,419.4589
08/01/2006,43851,1,874.794
08/01/2006,43851,1,2146.962
08/01/2006,43851,2,838.9178
08/01/2006,43851,3,60.5595
08/01/2006,43851,3,535.7424
08/01/2006,43851,3,1258.3767
08/01/2006,43852,1,2024.994
08/01/2006,43853,1,2039.994
08/01/2006,43853,2,4049.988
08/01/2006,43853,3,6074.982
08/01/2006,43853,4,8099.976
08/01/2006,43854,2,1749.588
08/01/2006,43855,1,178.5808
08/01/2006,43855,1,183.9382
08/01/2006,43855,1,419.4589
08/01/2006,43855,1,874.794
08/01/2006,43855,1,2146.962
08/01/2006,43855,2,713.796
08/01/2006,43855,2,838.9178
08/01/2006,43855,3,1258.3767
08/01/2006,43855,4,1677.8356
08/01/2006,43856,1,2024.994
08/01/2006,43856,2,11.4
08/01/2006,43857,1,20.1865
08/01/2006,43857,1,28.8404
08/01/2006,43857,1,183.9382
08/01/2006,43857,1,419.4589
08/01/2006,43857,2,40.373
08/01/2006,43857,2,357.1616
08/01/2006,43857,2,838.9178
08/01/2006,43857,2,1749.588
08/01/2006,43857,3,15.5595
08/01/2006,43857,3,2624.382
08/01/2006,43858,1,178.5808
08/01/2006,43858,1,183.9382
08/01/2006,43858,1,419.4589
08/01/2006,43858,1,874.794
08/01/2006,43858,2,357.1616
08/01/2006,43858,2,838.9178
08/01/2006,43858,2,1749.588
08/01/2006,43858,2,4293.924
08/01/2006,43858,3,1258.3767
08/01/2006,43858,5,2097.2945
08/01/2006,43859,1,28.8404
08/01/2006,43859,1,419.4589
08/01/2006,43859,2,838.9178
08/01/2006,43859,3,2624.382
08/01/2006,43860,1,178.5808
08/01/2006,43860,1,183.9382
08/01/2006,43860,1,356.898
08/01/2006,43860,1,419.4589
08/01/2006,43860,1,874.794
08/01/2006,43860,2,838.9178
08/01/2006,43860,2,1749.588
08/01/2006,43860,2,4293.924
08/01/2006,43861,1,178.5808
08/01/2006,43861,1,183.9382
08/01/2006,43861,1,356.898
08/01/2006,43861,1,2146.962
08/01/2006,43861,2,357.1616
08/01/2006,43861,2,367.8764
08/01/2006,43861,2,713.796
08/01/2006,43861,2,838.9178
08/01/2006,43861,2,1749.588
08/01/2006,43861,3,60.5595
08/01/2006,43861,3,86.5212
08/01/2006,43861,3,1258.3767
08/01/2006,43861,3,2624.382
08/01/2006,43861,4,80.746
08/01/2006,43861,4,1677.8356
08/01/2006,43861,5,2097.2945
08/01/2006,43861,6,173.0424
08/01/2006,43861,9,46.6785
08/01/2006,43861,9,259.5636
08/01/2006,43862,1,809.76
08/01/2006,43862,1,818.7
08/01/2006,43862,2,1429.4086
08/01/2006,43862,2,1445.1898
08/01/2006,43862,2,4079.988
08/01/2006,43862,3,6074.982
08/01/2006,43862,4,22.8
08/01/2006,43862,4,8159.976
08/01/2006,43863,1,5.1865
08/01/2006,43863,1,419.4589
08/01/2006,43863,1,874.794
08/01/2006,43864,1,714.7043
08/01/2006,43864,1,722.5949
08/01/2006,43864,1,809.76
08/01/2006,43864,2,1637.4
08/01/2006,43864,2,4049.988
08/01/2006,43864,2,4079.988
08/01/2006,43864,4,8099.976
08/01/2006,43864,4,8159.976
08/01/2006,43864,5,10199.97
08/01/2006,43865,1,178.5808
08/01/2006,43865,1,183.9382
08/01/2006,43865,1,419.4589
08/01/2006,43865,1,874.794
08/01/2006,43865,1,2146.962
08/01/2006,43865,2,838.9178
08/01/2006,43865,3,15.5595
08/01/2006,43865,3,1258.3767
08/01/2006,43865,3,2624.382
08/01/2006,43865,4,735.7528
08/01/2006,43865,4,1677.8356
08/01/2006,43865,5,144.202
08/01/2006,43866,1,2024.994
08/01/2006,43866,1,2039.994
08/01/2006,43866,2,11.4
08/01/2006,43867,1,20.1865
08/01/2006,43867,1,28.8404
08/01/2006,43867,1,722.5949
08/01/2006,43867,1,2039.994
08/01/2006,43867,2,11.4
08/01/2006,43867,2,40.373
08/01/2006,43867,2,57.6808
08/01/2006,43867,2,1429.4086
08/01/2006,43867,2,1637.4
08/01/2006,43867,2,4049.988
08/01/2006,43867,2,4079.988
08/01/2006,43867,3,86.5212
08/01/2006,43867,3,2167.7847
08/01/2006,43867,4,20.746
08/01/2006,43867,4,8159.976
08/01/2006,43868,1,2146.962
08/01/2006,43869,1,714.7043
08/01/2006,43869,1,2039.994
08/01/2006,43869,2,1445.1898
08/01/2006,43869,2,1619.52
08/01/2006,43869,2,4049.988
08/01/2006,43869,4,8159.976
08/01/2006,43869,5,10124.97
08/01/2006,43869,5,10199.97
08/01/2006,43870,1,874.794
08/01/2006,43870,2,838.9178
08/01/2006,43870,3,86.5212
08/01/2006,43870,3,1258.3767
08/01/2006,43871,1,5.1865
08/01/2006,43871,1,183.9382
08/01/2006,43871,1,419.4589
08/01/2006,43871,1,874.794
08/01/2006,43871,1,2146.962
08/01/2006,43871,2,40.373
08/01/2006,43871,2,57.6808
08/01/2006,43871,2,367.8764
08/01/2006,43871,2,838.9178
08/01/2006,43871,3,1258.3767
08/01/2006,43871,3,2624.382
08/01/2006,43871,4,80.746
08/01/2006,43872,1,20.1865
08/01/2006,43872,1,178.5808
08/01/2006,43872,1,356.898
08/01/2006,43872,1,419.4589
08/01/2006,43872,1,874.794
08/01/2006,43872,1,2146.962
08/01/2006,43872,2,40.373
08/01/2006,43872,2,367.8764
08/01/2006,43872,2,1749.588
08/01/2006,43872,3,2624.382
08/01/2006,43872,4,20.746
08/01/2006,43872,4,80.746
08/01/2006,43872,4,115.3616
08/01/2006,43873,1,28.8404
08/01/2006,43873,1,178.5808
08/01/2006,43873,1,419.4589
08/01/2006,43873,1,874.794
08/01/2006,43873,2,40.373
08/01/2006,43873,2,367.8764
08/01/2006,43873,2,838.9178
08/01/2006,43873,2,4293.924
08/01/2006,43873,3,535.7424
08/01/2006,43873,3,551.8146
08/01/2006,43873,3,1070.694
08/01/2006,43873,3,1258.3767
08/01/2006,43873,4,1677.8356
08/01/2006,43873,5,100.9325
08/01/2006,43873,5,144.202
08/01/2006,43873,5,919.691
08/01/2006,43873,5,2097.2945
08/01/2006,43873,5,4373.97
08/01/2006,43873,6,2141.388
08/01/2006,43873,6,2516.7534
08/01/2006,43873,6,5248.764
08/01/2006,43874,1,419.4589
08/01/2006,43875,1,809.76
08/01/2006,43875,1,818.7
08/01/2006,43875,2,10.373
08/01/2006,43875,2,11.4
08/01/2006,43875,2,40.373
08/01/2006,43875,2,57.6808
08/01/2006,43875,2,1429.4086
08/01/2006,43875,2,4049.988
08/01/2006,43875,2,4079.988
08/01/2006,43875,3,86.5212
08/01/2006,43875,3,2167.7847
08/01/2006,43875,5,100.9325
08/01/2006,43875,5,3612.9745
08/01/2006,43875,6,12149.964
08/01/2006,43875,6,12239.964
08/01/2006,43875,7,14279.958
08/01/2006,43875,8,16199.952
08/01/2006,43875,12,23190.65179
08/01/2006,43875,13,24938.47611
08/01/2006,43876,1,874.794
08/01/2006,43876,2,367.8764
08/01/2006,43876,2,838.9178
08/01/2006,43876,2,1749.588
08/01/2006,43876,3,1258.3767
08/01/2006,43877,1,20.1865
08/01/2006,43877,1,28.8404
08/01/2006,43877,1,2024.994
08/01/2006,43877,2,40.373
08/01/2006,43877,2,4049.988
08/01/2006,43877,3,6119.982
08/01/2006,43877,4,115.3616
08/01/2006,43877,4,8159.976
08/01/2006,43877,5,28.5
08/01/2006,43878,1,2039.994
08/01/2006,43879,1,28.8404
08/01/2006,43879,1,419.4589
08/01/2006,43879,1,874.794
08/01/2006,43879,1,2146.962
08/01/2006,43879,2,57.6808
08/01/2006,43879,2,367.8764
08/01/2006,43879,2,838.9178
08/01/2006,43879,2,1749.588
08/01/2006,43879,3,535.7424
08/01/2006,43879,3,551.8146
08/01/2006,43879,3,1258.3767
08/01/2006,43879,3,2624.382
08/01/2006,43879,4,80.746
08/01/2006,43879,4,115.3616
08/01/2006,43879,4,735.7528
08/01/2006,43879,4,1677.8356
08/01/2006,43879,5,100.9325
08/01/2006,43879,5,892.904
08/01/2006,43879,13,63.873264
08/01/2006,43880,1,178.5808
08/01/2006,43880,1,356.898
08/01/2006,43880,1,419.4589
08/01/2006,43880,2,367.8764
08/01/2006,43880,2,1749.588
08/01/2006,43880,2,4293.924
08/01/2006,43880,3,1258.3767
08/01/2006,43881,2,57.6808
08/01/2006,43881,2,4049.988
08/01/2006,43881,3,6074.982
08/01/2006,43881,3,6119.982
08/01/2006,43881,4,8159.976
08/01/2006,43881,5,10199.97
08/01/2006,43881,21,104.23875
08/01/2006,43882,1,2024.994
08/01/2006,43883,1,178.5808
08/01/2006,43883,1,183.9382
08/01/2006,43883,1,356.898
08/01/2006,43883,1,419.4589
08/01/2006,43883,1,2146.962
08/01/2006,43883,2,10.373
08/01/2006,43883,2,367.8764
08/01/2006,43883,2,838.9178
08/01/2006,43883,2,1749.588
08/01/2006,43883,2,4293.924
08/01/2006,43883,3,535.7424
08/01/2006,43883,3,1258.3767
08/01/2006,43883,3,2624.382
08/01/2006,43884,1,28.8404
08/01/2006,43884,1,722.5949
08/01/2006,43884,2,4049.988
08/01/2006,43884,3,2144.1129
08/01/2006,43884,3,2429.28
08/01/2006,43884,3,2456.1
08/01/2006,43884,4,22.8
08/01/2006,43884,4,80.746
08/01/2006,43884,4,8099.976
08/01/2006,43884,4,8159.976
08/01/2006,43884,5,100.9325
08/01/2006,43884,5,10124.97
08/01/2006,43884,5,10199.97
08/01/2006,43884,6,173.0424
08/01/2006,43884,8,41.492
08/01/2006,43884,8,16319.952
08/01/2006,43884,10,288.404
08/01/2006,43884,10,20249.94
08/01/2006,43884,14,27055.76042
08/01/2006,43885,4,22.8
08/01/2006,43885,8,45.6
08/01/2006,43886,1,20.1865
08/01/2006,43886,1,28.8404
08/01/2006,43886,1,178.5808
08/01/2006,43886,1,183.9382
08/01/2006,43886,1,356.898
08/01/2006,43886,1,419.4589
08/01/2006,43886,1,874.794
08/01/2006,43886,2,367.8764
08/01/2006,43886,2,838.9178
08/01/2006,43886,2,1749.588
08/01/2006,43886,2,4293.924
08/01/2006,43886,3,60.5595
08/01/2006,43886,3,1258.3767
08/01/2006,43886,4,115.3616
08/01/2006,43886,5,144.202
08/01/2006,43886,5,2097.2945
08/01/2006,43886,6,31.119
08/01/2006,43887,1,419.4589
08/01/2006,43888,1,183.9382
08/01/2006,43888,1,419.4589
08/01/2006,43888,1,874.794
08/01/2006,43888,1,2146.962
08/01/2006,43888,2,357.1616
08/01/2006,43888,2,367.8764
08/01/2006,43888,2,838.9178
08/01/2006,43888,2,1749.588
08/01/2006,43888,5,4373.97
08/01/2006,43889,1,2024.994
08/01/2006,43889,2,57.6808
08/01/2006,43890,1,714.7043
08/01/2006,43890,1,722.5949
08/01/2006,43890,2,4049.988
08/01/2006,43890,2,4079.988
08/01/2006,43890,3,2167.7847
08/01/2006,43890,3,2429.28
08/01/2006,43890,3,6074.982
08/01/2006,43890,4,22.8
08/01/2006,43890,5,10199.97
08/01/2006,43890,7,14279.958
08/01/2006,43890,8,16199.952
08/01/2006,43891,1,2024.994
08/01/2006,43891,2,11.4
08/01/2006,43891,2,4049.988
08/01/2006,43891,3,6119.982
08/01/2006,43891,4,22.8
08/01/2006,43892,1,183.9382
08/01/2006,43892,2,40.373
08/01/2006,43892,2,838.9178
08/01/2006,43892,2,1749.588
08/01/2006,43892,2,4293.924
08/01/2006,43892,3,15.5595
08/01/2006,43892,3,86.5212
08/01/2006,43892,3,1258.3767
08/01/2006,43892,3,2624.382
08/01/2006,43892,4,1677.8356
08/01/2006,43892,5,2097.2945
08/01/2006,43893,1,419.4589
08/01/2006,43894,2,4049.988
08/01/2006,43894,2,4079.988
08/01/2006,43894,3,17.1
08/01/2006,43894,3,6074.982
08/01/2006,43894,4,8099.976
08/01/2006,43894,5,10124.97
08/01/2006,43894,8,45.6
